"ID","COLLECTED_AT","COMMAND","DAY_OF_WEEK","FILE_SIZE_BYTES","IO_SIZE_BYTES","LATENCY_SECONDS","OPERATION_TYPE","RAW_LATENCY","RAW_RESPONSE","RAW_THROUGHPUT","SYSTEM_NAME","THROUGHPUT_KB_PER_SECOND","TIME_OF_DAY","WEEK_PERIOD"
"968","2023-11-11 06:24:02.697233","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.127414","READ","0.127414 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.127414 s, 7.8 GB/s
","7.8 GB/s","LAMBDA_DD","7.8E9","OFF_HOUR","WEEKEND"
"969","2023-11-11 06:26:01.203374","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.04319","WRITE","1.04319 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04319 s, 958 MB/s
","958 MB/s","GCF_DD","9.58E8","OFF_HOUR","WEEKEND"
"970","2023-11-11 06:26:01.415648","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.163389","READ","0.163389 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.163389 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKEND"
"971","2023-11-11 06:26:02.48454","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.731288","WRITE","0.731288 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.731288 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"972","2023-11-11 06:26:02.696678","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.133394","READ","0.133394 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.133394 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKEND"
"973","2023-11-11 06:28:01.397158","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.05204","WRITE","1.05204 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.05204 s, 950 MB/s
","950 MB/s","GCF_DD","9.5E8","OFF_HOUR","WEEKEND"
"974","2023-11-11 06:28:01.619957","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.171765","READ","0.171765 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.171765 s, 5.8 GB/s
","5.8 GB/s","GCF_DD","5.8E9","OFF_HOUR","WEEKEND"
"975","2023-11-11 06:28:02.647841","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.733124","WRITE","0.733124 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.733124 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"976","2023-11-11 06:28:02.839166","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.128229","READ","0.128229 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.128229 s, 7.8 GB/s
","7.8 GB/s","LAMBDA_DD","7.8E9","OFF_HOUR","WEEKEND"
"977","2023-11-11 06:30:01.218439","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.05518","WRITE","1.05518 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.05518 s, 947 MB/s
","947 MB/s","GCF_DD","9.47E8","OFF_HOUR","WEEKEND"
"978","2023-11-11 06:30:01.453227","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.17218","READ","0.17218 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.17218 s, 5.8 GB/s
","5.8 GB/s","GCF_DD","5.8E9","OFF_HOUR","WEEKEND"
"979","2023-11-11 06:30:02.543882","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.773044","WRITE","0.773044 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.773044 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"980","2023-11-11 06:30:02.736793","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.1273","READ","0.1273 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.1273 s, 7.9 GB/s
","7.9 GB/s","LAMBDA_DD","7.9E9","OFF_HOUR","WEEKEND"
"981","2023-11-11 06:32:01.212772","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.04538","WRITE","1.04538 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04538 s, 956 MB/s
","956 MB/s","GCF_DD","9.56E8","OFF_HOUR","WEEKEND"
"982","2023-11-11 06:32:01.420765","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.161033","READ","0.161033 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.161033 s, 6.2 GB/s
","6.2 GB/s","GCF_DD","6.2E9","OFF_HOUR","WEEKEND"
"983","2023-11-11 06:32:02.539042","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.724287","WRITE","0.724287 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.724287 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"984","2023-11-11 06:32:02.730112","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.128736","READ","0.128736 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.128736 s, 7.8 GB/s
","7.8 GB/s","LAMBDA_DD","7.8E9","OFF_HOUR","WEEKEND"
"985","2023-11-11 06:34:01.331451","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.0472","WRITE","1.0472 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.0472 s, 954 MB/s
","954 MB/s","GCF_DD","9.54E8","OFF_HOUR","WEEKEND"
"986","2023-11-11 06:34:01.551313","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.166175","READ","0.166175 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.166175 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKEND"
"987","2023-11-11 06:34:02.640858","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.769516","WRITE","0.769516 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.769516 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"988","2023-11-11 06:34:02.842927","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.129292","READ","0.129292 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.129292 s, 7.7 GB/s
","7.7 GB/s","LAMBDA_DD","7.7E9","OFF_HOUR","WEEKEND"
"989","2023-11-11 06:36:01.192628","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.03593","WRITE","1.03593 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03593 s, 965 MB/s
","965 MB/s","GCF_DD","9.65E8","OFF_HOUR","WEEKEND"
"990","2023-11-11 06:36:01.419635","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.169022","READ","0.169022 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.169022 s, 5.9 GB/s
","5.9 GB/s","GCF_DD","5.9E9","OFF_HOUR","WEEKEND"
"991","2023-11-11 06:36:02.489648","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.785931","WRITE","0.785931 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.785931 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"992","2023-11-11 06:36:02.695984","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.145169","READ","0.145169 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.145169 s, 6.9 GB/s
","6.9 GB/s","LAMBDA_DD","6.9E9","OFF_HOUR","WEEKEND"
"993","2023-11-11 06:38:01.200284","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.03895","WRITE","1.03895 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03895 s, 962 MB/s
","962 MB/s","GCF_DD","9.62E8","OFF_HOUR","WEEKEND"
"994","2023-11-11 06:38:01.424108","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.167293","READ","0.167293 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.167293 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKEND"
"995","2023-11-11 06:38:02.474006","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.72563","WRITE","0.72563 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.72563 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"996","2023-11-11 06:38:02.681715","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.136058","READ","0.136058 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.136058 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKEND"
"997","2023-11-11 06:40:01.344923","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.06613","WRITE","1.06613 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.06613 s, 937 MB/s
","937 MB/s","GCF_DD","9.37E8","OFF_HOUR","WEEKEND"
"998","2023-11-11 06:40:01.560222","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.164384","READ","0.164384 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164384 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKEND"
"999","2023-11-11 06:40:02.643824","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.786836","WRITE","0.786836 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.786836 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1000","2023-11-11 06:40:02.856379","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.132956","READ","0.132956 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132956 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKEND"
"1001","2023-11-11 06:42:01.195824","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.0405","WRITE","1.0405 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.0405 s, 961 MB/s
","961 MB/s","GCF_DD","9.61E8","OFF_HOUR","WEEKEND"
"1002","2023-11-11 06:42:01.414345","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.166731","READ","0.166731 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.166731 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKEND"
"1003","2023-11-11 06:42:02.459703","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.728149","WRITE","0.728149 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.728149 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"1004","2023-11-11 06:42:02.677586","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.130252","READ","0.130252 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.130252 s, 7.7 GB/s
","7.7 GB/s","LAMBDA_DD","7.7E9","OFF_HOUR","WEEKEND"
"1005","2023-11-11 06:44:01.199449","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.04644","WRITE","1.04644 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04644 s, 955 MB/s
","955 MB/s","GCF_DD","9.55E8","OFF_HOUR","WEEKEND"
"1006","2023-11-11 06:44:01.435018","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.168274","READ","0.168274 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.168274 s, 5.9 GB/s
","5.9 GB/s","GCF_DD","5.9E9","OFF_HOUR","WEEKEND"
"1007","2023-11-11 06:44:02.492608","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.725534","WRITE","0.725534 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.725534 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"1008","2023-11-11 06:44:02.685939","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.131387","READ","0.131387 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.131387 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1009","2023-11-11 06:46:01.353637","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.01383","WRITE","1.01383 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.01383 s, 986 MB/s
","986 MB/s","GCF_DD","9.86E8","OFF_HOUR","WEEKEND"
"1010","2023-11-11 06:46:01.583503","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.164268","READ","0.164268 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164268 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKEND"
"1011","2023-11-11 06:46:02.597402","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.728313","WRITE","0.728313 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.728313 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"1012","2023-11-11 06:46:02.808431","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.132091","READ","0.132091 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132091 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1013","2023-11-11 06:48:01.194112","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.03554","WRITE","1.03554 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03554 s, 965 MB/s
","965 MB/s","GCF_DD","9.65E8","OFF_HOUR","WEEKEND"
"1014","2023-11-11 06:48:01.443754","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.188353","READ","0.188353 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.188353 s, 5.3 GB/s
","5.3 GB/s","GCF_DD","5.3E9","OFF_HOUR","WEEKEND"
"1015","2023-11-11 06:48:02.511121","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.78625","WRITE","0.78625 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.78625 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1016","2023-11-11 06:48:02.707763","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.128422","READ","0.128422 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.128422 s, 7.8 GB/s
","7.8 GB/s","LAMBDA_DD","7.8E9","OFF_HOUR","WEEKEND"
"1017","2023-11-11 06:50:01.235669","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.07626","WRITE","1.07626 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.07626 s, 929 MB/s
","929 MB/s","GCF_DD","9.29E8","OFF_HOUR","WEEKEND"
"1018","2023-11-11 06:50:01.466682","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.177216","READ","0.177216 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.177216 s, 5.6 GB/s
","5.6 GB/s","GCF_DD","5.6E9","OFF_HOUR","WEEKEND"
"1019","2023-11-11 06:50:03.26223","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.29701","WRITE","1.29701 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 1.29701 s, 771 MB/s
","771 MB/s","LAMBDA_DD","7.71E8","OFF_HOUR","WEEKEND"
"1020","2023-11-11 06:50:03.463245","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.134446","READ","0.134446 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.134446 s, 7.4 GB/s
","7.4 GB/s","LAMBDA_DD","7.4E9","OFF_HOUR","WEEKEND"
"1021","2023-11-11 06:52:01.307846","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.0148","WRITE","1.0148 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.0148 s, 985 MB/s
","985 MB/s","GCF_DD","9.85E8","OFF_HOUR","WEEKEND"
"1022","2023-11-11 06:52:01.529305","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.165456","READ","0.165456 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.165456 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKEND"
"1023","2023-11-11 06:52:02.557756","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.746061","WRITE","0.746061 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.746061 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1024","2023-11-11 06:52:02.748368","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.131093","READ","0.131093 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.131093 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1025","2023-11-11 06:54:01.281078","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.12493","WRITE","1.12493 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.12493 s, 888 MB/s
","888 MB/s","GCF_DD","8.88E8","OFF_HOUR","WEEKEND"
"1026","2023-11-11 06:54:01.514237","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.179585","READ","0.179585 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.179585 s, 5.6 GB/s
","5.6 GB/s","GCF_DD","5.6E9","OFF_HOUR","WEEKEND"
"1027","2023-11-11 06:54:02.559765","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.750398","WRITE","0.750398 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.750398 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1028","2023-11-11 06:54:02.7677","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.137587","READ","0.137587 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.137587 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKEND"
"1029","2023-11-11 06:56:01.194611","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.04034","WRITE","1.04034 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04034 s, 961 MB/s
","961 MB/s","GCF_DD","9.61E8","OFF_HOUR","WEEKEND"
"1030","2023-11-11 06:56:01.425485","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.173071","READ","0.173071 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.173071 s, 5.8 GB/s
","5.8 GB/s","GCF_DD","5.8E9","OFF_HOUR","WEEKEND"
"1031","2023-11-11 06:56:02.49293","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.774738","WRITE","0.774738 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.774738 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1032","2023-11-11 06:56:02.690065","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.130782","READ","0.130782 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.130782 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1033","2023-11-11 06:58:01.350239","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.07036","WRITE","1.07036 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.07036 s, 934 MB/s
","934 MB/s","GCF_DD","9.34E8","OFF_HOUR","WEEKEND"
"1034","2023-11-11 06:58:01.569352","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.168866","READ","0.168866 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.168866 s, 5.9 GB/s
","5.9 GB/s","GCF_DD","5.9E9","OFF_HOUR","WEEKEND"
"1035","2023-11-11 06:58:02.598876","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.736768","WRITE","0.736768 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.736768 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"1036","2023-11-11 06:58:02.79357","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.131899","READ","0.131899 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.131899 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1037","2023-11-11 07:00:01.454857","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.29265","WRITE","1.29265 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.29265 s, 773 MB/s
","773 MB/s","GCF_DD","7.73E8","OFF_HOUR","WEEKEND"
"1038","2023-11-11 07:00:01.753142","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.226041","READ","0.226041 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.226041 s, 4.4 GB/s
","4.4 GB/s","GCF_DD","4.4E9","OFF_HOUR","WEEKEND"
"1039","2023-11-11 07:00:02.814125","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.741723","WRITE","0.741723 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.741723 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1040","2023-11-11 07:00:03.0139","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.139286","READ","0.139286 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.139286 s, 7.2 GB/s
","7.2 GB/s","LAMBDA_DD","7.2E9","OFF_HOUR","WEEKEND"
"1041","2023-11-11 07:02:01.216796","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.05854","WRITE","1.05854 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.05854 s, 944 MB/s
","944 MB/s","GCF_DD","9.44E8","OFF_HOUR","WEEKEND"
"1042","2023-11-11 07:02:01.458403","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.188236","READ","0.188236 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.188236 s, 5.3 GB/s
","5.3 GB/s","GCF_DD","5.3E9","OFF_HOUR","WEEKEND"
"1043","2023-11-11 07:02:02.502748","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.734675","WRITE","0.734675 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.734675 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKEND"
"1044","2023-11-11 07:02:02.688494","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.131971","READ","0.131971 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.131971 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKEND"
"1045","2023-11-11 07:04:01.363385","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.03149","WRITE","1.03149 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03149 s, 969 MB/s
","969 MB/s","GCF_DD","9.69E8","OFF_HOUR","WEEKEND"
"1046","2023-11-11 07:04:01.59838","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.168308","READ","0.168308 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.168308 s, 5.9 GB/s
","5.9 GB/s","GCF_DD","5.9E9","OFF_HOUR","WEEKEND"
"1047","2023-11-11 07:04:02.668475","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","0.752972","WRITE","0.752972 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.752972 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKEND"
"1048","2023-11-11 07:04:02.867952","if=/tmp/file1 of=/dev/null bs=1024000","SATURDAY",,"1024000","0.133835","READ","0.133835 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.133835 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKEND"
"1049","2023-11-11 07:06:01.176585","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","SATURDAY","1000000000","1024000","1.04152","WRITE","1.04152 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04152 s, 960 MB/s
","960 MB/s","GCF_DD","9.6E8","OFF_HOUR","WEEKEND"
